CUT REGIONAL,Comuna,Establecimiento,Teléfono,,,,,
16109,Yungay,Centro de Salud Familiar Campanario,421970734,,,,,
16109,Yungay,Posta de Salud Rural San Antonio (Yungay),,,,,,
9201,Angol,Radiosur,951489851,,,,,
9201,Angol,Centro Médico Alta Imagen,452657488,,,,,
9201,Angol,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Norte),,,,,,
9201,Angol,PRAIS (S.S Araucanía Norte),,,,,,
9201,Angol,Clínica Dental Móvil Triple. Pat. BBTD27 (Angol),452551400,,,,,
9201,Angol,Clínica Dental Móvil Triple. Pat. BBTD28 (Angol),452551400,,,,,
9201,Angol,Hospital de Campaña Estados Unidos (Angol),,,,,,
9201,Angol,Hospital de Campaña Nº 2 (Servicio de Salud),452719888,,,,,
9201,Angol,Hospital de Campaña Nº 3 (Servicio de Salud),452719888,,,,,
9201,Angol,Hospital Dr. Mauricio Heyermann (Angol),452551111,,,,,
9201,Angol,Clínica de la Asociación Chilena de Seguridad AChS Angol,452711962,,,,,
9201,Angol,Centro de Salud Gendarmería de Chile Angol,452646530,,,,,
9201,Angol,Laboratorio Biomec,452712230,,,,,
9201,Angol,Laboratorio Clínico Angol,452463210,,,,,
9201,Angol,Vacunatorio Myrta Aravena Fuentes,452711862,,,,,
9201,Angol,Consultorio Prefectura de Carabineros de Chile Malleco,452466423,,,,,
9201,Angol,Centro de Salud Familiar Huequén,800500901,,,,,
9201,Angol,Centro de Salud Familiar Alemania de Angol,800500903,,,,,
9201,Angol,Centro de Salud Familiar Piedra del Águila,452519001,,,,,
9201,Angol,Posta de Salud Rural Vegas Blancas,,,,,,
9201,Angol,Posta de Salud Rural Coyanco,,,,,,
9201,Angol,Posta de Salud Rural Colonia Manuel Rodríguez,,,,,,
9201,Angol,Centro Comunitario de Salud Familiar Consultorio Alemania de Angol,,,,,,
9201,Angol,SAR Alemania,452717374,,,,,
9201,Angol,Laboratorio Clínico Cordillera - Sala Externa de Toma de Muestras,432210284,,,,,
9201,Angol,Centro de Diálisis Bayo Dial,452463670,,,,,
9201,Angol,Centro de Diálisis Angol Dial Ltda.,452718015,,,,,
9201,Angol,SAPU Huequén,452996300,,,,,
9102,Carahue,Posta de Salud Rural Agua Tendida,,,,,,
9102,Carahue,Posta de Salud Rural Tranapuente,,,,,,
9102,Carahue,Posta de Salud Rural La Cabaña,,,,,,
9102,Carahue,Posta de Salud Rural Alto Yupehue,,,,,,
9102,Carahue,Posta de Salud Rural Santa Celia,,,,,,
9102,Carahue,Posta de Salud Rural Puyangue,,,,,,
9102,Carahue,Posta de Salud Rural Los Placeres,,,,,,
9102,Carahue,Posta de Salud Rural Coi Coi,,,,,,
9102,Carahue,Posta de Salud Rural El Manzano (Carahue),,,,,,
9102,Carahue,Posta de Salud Rural Catripulli ( Carahue),,,,,,
9102,Carahue,Posta de Salud Rural Matte y Sánchez,,,,,,
9102,Carahue,Posta de Salud Rural Hueñalihuén,,,,,,
9102,Carahue,Posta de Salud Rural Loncoyamo,,,,,,
9102,Carahue,Posta de Salud Rural Nehuentué,,,,,,
9102,Carahue,Hospital de Carahue,452555118,,,,,
9102,Carahue,Centro de Salud Familiar Trovolhue,452351306,,,,,
9102,Carahue,Centro Comunitario de Salud Familiar Carahue,452681577,,,,,
9121,Cholchol,Posta de Salud Rural Huamaqui,,,,,,
9121,Cholchol,Posta de Salud Rural Huentelar,,,,,,
9121,Cholchol,Posta de Salud Rural Malalche,,,,,,
9121,Cholchol,Centro de Salud Familiar Chol Chol,452351507,,,,,
9202,Collipulli,Centro Comunitario de Salud Familiar Santa Mónica,452993079,,,,,
9202,Collipulli,Hospital de Collipulli,452552378,,,,,
9202,Collipulli,Posta de Salud Rural Maica,,,,,,
9202,Collipulli,Posta de Salud Rural Mininco,,,,,,
9202,Collipulli,Posta de Salud Rural La Batalla,,,,,,
9202,Collipulli,Posta de Salud Rural Amargo,,,,,,
9202,Collipulli,Posta de Salud Rural Niblinto,,,,,,
9202,Collipulli,Posta de Salud Rural Encinar,,,,,,
9202,Collipulli,Centro de Diálisis VidaDial Collipulli,452811288,,,,,
9103,Cunco,Posta de Salud Rural Pedregoso (Cunco),,,,,,
9103,Cunco,Posta de Salud Rural Las Hortensias,,,,,,
9103,Cunco,Posta de Salud Rural Villa García,,,,,,
9103,Cunco,Posta de Salud Rural Leufuche,,,,,,
9103,Cunco,Posta de Salud Rural Quecheregue,,,,,,
9103,Cunco,Posta de Salud Rural La Esperanza,,,,,,
9103,Cunco,Hospital Dr. Eduardo González Galeno (Cunco),452552050,,,,,
9103,Cunco,Centro de Salud Familiar Andrés Sandoval Calderón,452578202,,,,,
9103,Cunco,Centro Comunitario de Salud Familiar Las Villas,,,,,,
9203,Curacautín,Hospital Dr. Oscar Hernández E.(Curacautín),452551800,,,,,
9203,Curacautín,Posta de Salud Rural Malalcahuello,,,,,,
9203,Curacautín,Posta de Salud Rural Río Blanco (Curacautín),,,,,,
9203,Curacautín,Posta de Salud Rural La Tepa,,,,,,
9203,Curacautín,Posta de Salud Rural Santa Ana,,,,,,
9203,Curacautín,Posta de Salud Rural Radalco,,,,,,
9203,Curacautín,Posta de Salud Rural Rariruca,,,,,,
9203,Curacautín,Posta de Salud Rural Manzanar ( Curacautín ),,,,,,
9203,Curacautín,Posta de Salud Rural Santa Julia,,,,,,
9104,Curarrehue,Posta de Salud Rural Catripulli ( Curarrehue ),,,,,,
9104,Curarrehue,Posta de Salud Rural Maite,,,,,,
9104,Curarrehue,Posta de Salud Rural Reigolil,,,,,,
9104,Curarrehue,Posta de Salud Rural Quiñenahuín,,,,,,
9104,Curarrehue,Posta de Salud Rural Epeukura,,,,,,
9104,Curarrehue,Posta de Salud Rural Caren,,,,,,
9104,Curarrehue,Consultorio Curarrehue,452351579,,,,,
9204,Ercilla,Consultorio Ercilla,455130547,,,,,
9204,Ercilla,Posta de Salud Rural Chequenco,,,,,,
9204,Ercilla,Centro Comunitario de Salud Familiar Pailahueque,,,,,,
9204,Ercilla,Posta de Salud Rural Chacaico,,,,,,
9204,Ercilla,Posta de Salud Rural Tricauco,,,,,,
9204,Ercilla,Posta de Salud Rural Temocuicui,,,,,,
9105,Freire,Posta de Salud Rural Huilío,,,,,,
9105,Freire,Posta de Salud Rural Radal,,,,,,
9105,Freire,Posta de Salud Rural Allipén,,,,,,
9105,Freire,Posta de Salud Rural Quetroco,,,,,,
9105,Freire,Posta de Salud Rural Coipué (Freire),,,,,,
9105,Freire,Posta de Salud Rural Lliuco(Freire),,,,,,
9105,Freire,Posta de Salud Rural Guiñimo,,,,,,
9105,Freire,Posta de Salud Rural Chucauco,,,,,,
9105,Freire,Centro de Salud Familiar Freire,452391088,,,,,
9105,Freire,Centro de Salud Familiar Quepe,452391082,,,,,
9105,Freire,Centro Comunitario de Salud Familiar El Bosque,,,,,,
9105,Freire,SAPU Freire,452391088,,,,,
9106,Galvarino,Posta de Salud Rural Cuel Ñielol,,,,,,
9106,Galvarino,Posta de Salud Rural Rapa,,,,,,
9106,Galvarino,Posta de Salud Rural Nilpe,,,,,,
9106,Galvarino,Posta de Salud Rural Ailinco,,,,,,
9106,Galvarino,Posta de Salud Rural Repocura,,,,,,
9106,Galvarino,Posta de Salud Rural Fortín Ñielol,,,,,,
9106,Galvarino,Posta de Salud Rural Santa Carolina,,,,,,
9106,Galvarino,Posta de Salud Rural Rucatraro,,,,,,
9106,Galvarino,Posta de Salud Rural Pangueco (Galvarino),,,,,,
9106,Galvarino,Hospital de Galvarino,452552152,,,,,
9106,Galvarino,Posta de Salud Rural La Piedra,,,,,,
9107,Gorbea,Posta de Salud Rural Lastarria,,,,,,
9107,Gorbea,Posta de Salud Rural Quitratúe,,,,,,
9107,Gorbea,Posta de Salud Rural Pidenco,,,,,,
9107,Gorbea,Posta de Salud Rural Huellanto Alto,,,,,,
9107,Gorbea,Posta de Salud Rural Faja Ricci,,,,,,
9107,Gorbea,Posta de Salud Rural Liuco (Gorbea),,,,,,
9107,Gorbea,Hospital de Gorbea,452552203,,,,,
9108,Lautaro,SAR Lautaro,,,,,,
9108,Lautaro,Posta de Salud Rural Coihueco (Lautaro),,,,,,
9108,Lautaro,Centro Comunitario de Salud Familiar Pillanlelbún,452655950,,,,,
9108,Lautaro,Posta de Salud Rural Muco Chureo,,,,,,
9108,Lautaro,Posta de Salud Rural Dollinco (Lautaro),,,,,,
9108,Lautaro,Posta de Salud Rural Colonia Lautaro,,,,,,
9108,Lautaro,Posta de Salud Rural Pumalal,,,,,,
9108,Lautaro,Posta de Salud Rural Blanco Lepín,,,,,,
9108,Lautaro,Posta de Salud Rural Ñereco,,,,,,
9108,Lautaro,Posta de Salud Rural El Escudo,,,,,,
9108,Lautaro,Posta de Salud Rural Vega Larga,,,,,,
9108,Lautaro,Posta de Salud Rural Santa Rosa,,,,,,
9108,Lautaro,Centro Comunitario de Salud Familiar Guacolda,452201454,,,,,
9108,Lautaro,Centro Comunitario de Salud Familiar Dr. Maximino Beltran Mora,,,,,,
9108,Lautaro,Hospital Dr. Abraham Godoy (Lautaro),452552750,,,,,
9108,Lautaro,Centro de Salud Familiar Lautaro,452557570,,,,,
9108,Lautaro,Laboratorio Clínico MasterLab,452531164,,,,,
9109,Loncoche,Posta de Salud Rural Huiscapi,,,,,,
9109,Loncoche,Posta de Salud Rural La Paz,,,,,,
9109,Loncoche,Posta de Salud Rural Pulmahue,,,,,,
9109,Loncoche,Posta de Salud Rural Copihuelpe,,,,,,
9109,Loncoche,Posta de Salud Rural Molco ( Loncoche ),,,,,,
9109,Loncoche,Posta de Salud Rural Manhue,,,,,,
9109,Loncoche,Hospital de Loncoche,452551750,,,,,
9205,Lonquimay,Hospital de Lonquimay,452557500,,,,,
9205,Lonquimay,Posta de Salud Rural Contraco,,,,,,
9205,Lonquimay,Posta de Salud Rural Lolén,,,,,,
9205,Lonquimay,Posta de Salud Rural Sierra Nevada,,,,,,
9205,Lonquimay,Posta de Salud Rural Icalma,,,,,,
9205,Lonquimay,Posta de Salud Rural Liucura (Lonquimay),,,,,,
9205,Lonquimay,Posta de Salud Rural Pedregoso (Lonquimay),,,,,,
9205,Lonquimay,Posta de Salud Rural Pichipehuenco,,,,,,
9205,Lonquimay,Posta de Salud Rural Troyo,,,,,,
9205,Lonquimay,Posta de Salud Rural Ranquil,,,,,,
9206,Los Sauces,Consultorio Los Sauces,,,,,,
9206,Los Sauces,Posta de Salud Rural San Ramón de Los Sauces,,,,,,
9206,Los Sauces,Posta de Salud Rural Trintre,,,,,,
9206,Los Sauces,Posta de Salud Rural Santa Rosa (Los Sauces ),,,,,,
9206,Los Sauces,Posta de Salud Rural Pivadenco,,,,,,
9207,Lumaco,Consultorio Lumaco,,,,,,
9207,Lumaco,Posta de Salud Rural Pichipellahuén,,,,,,
9207,Lumaco,Posta de Salud Rural Curilebu,,,,,,
9207,Lumaco,Posta de Salud Rural Manzanar ( Lumaco ),,,,,,
9207,Lumaco,Posta de Salud Rural Chanco,,,,,,
9207,Lumaco,Posta de Salud Rural La Herradura,,,,,,
9207,Lumaco,Centro Comunitario de Salud Familiar Capitán Pastene,,,,,,
9110,Melipeuco,Posta de Salud Rural Santa María Llaima,,,,,,
9110,Melipeuco,Posta de Salud Rural Alto Carén,,,,,,
9110,Melipeuco,Posta de Salud Rural Cumcumllaque,,,,,,
9110,Melipeuco,Centro de Salud Familiar Melipeuco,452581051,,,,,
9111,Nueva Imperial,Centro Comunitario de Salud Familiar El Alto,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Mañío Ducañán,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Chivilcoyan,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Bochoco,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Queupue,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Alto Boroa,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Rulo,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Miramar,,,,,,
9111,Nueva Imperial,Posta de Salud Rural Molco (Nueva Imperial ),,,,,,
9111,Nueva Imperial,Hospital Intercultural de Nueva Imperial,452577866,,,,,
9111,Nueva Imperial,Centro de Salud Intercultural Boroa Filulawen,,,,,,
9111,Nueva Imperial,Centro de Salud Familiar Nueva Imperial,452611063,,,,,
9111,Nueva Imperial,SAPU Nueva Imperial,452557800,,,,,
9111,Nueva Imperial,Centro de Diálisis Los Ángeles Limitada,452612558,,,,,
9112,Padre Las Casas,Centro de Diálisis Nephrocare Padre Las Casas,452759733,,,,,
9112,Padre Las Casas,Posta de Salud Rural Truf Truf,,,,,,
9112,Padre Las Casas,Posta de Salud Rural San Ramón,,,,,,
9112,Padre Las Casas,Posta de Salud Rural Codopille,,,,,,
9112,Padre Las Casas,Posta de Salud Rural Metrenco,,,,,,
9112,Padre Las Casas,COSAM Padre Las Casas,452990596,,,,,
9112,Padre Las Casas,SAPU Padre Las Casas,452962020,,,,,
9112,Padre Las Casas,Hospital Maquehue (D),452352628,,,,,
9112,Padre Las Casas,Centro de Salud Familiar Padre Las Casas,800500905,,,,,
9112,Padre Las Casas,Centro de Salud Familiar Las Colinas,800500904,,,,,
9112,Padre Las Casas,Centro de Salud Familiar Pulmahue,452332842,,,,,
9112,Padre Las Casas,COSAM Padre las Casas,452990596,,,,,
9112,Padre Las Casas,Posta de Salud Rural Roble Huacho,,,,,,
9112,Padre Las Casas,Posta de Salud Rural Laurel Huacho,,,,,,
9112,Padre Las Casas,SAPU Pulmahue,452962100,,,,,
9112,Padre Las Casas,Centro de Salud Familiar Conun Huenu,452742348,,,,,
9113,Perquenco,Posta de Salud Rural Quillem,,,,,,
9113,Perquenco,Posta de Salud Rural Rehuecoyan,,,,,,
9113,Perquenco,Posta de Salud Rural Pitraco,,,,,,
9113,Perquenco,Consultorio Perquenco,452537005,,,,,
9114,Pitrufquén,Posta de Salud Rural Polul Coicoma,,,,,,
9114,Pitrufquén,Posta de Salud Rural Comuy,,,,,,
9114,Pitrufquén,Posta de Salud Rural Los Galpones,,,,,,
9114,Pitrufquén,Posta de Salud Rural Millahuín,,,,,,
9114,Pitrufquén,Posta de Salud Rural Puraquina,,,,,,
9114,Pitrufquén,Posta de Salud Rural Mahuidanche,,,,,,
9114,Pitrufquén,Centro Comunitario de Salud Familiar Ultraestación,452463485,,,,,
9114,Pitrufquén,Hospital de Campaña Cruz Roja Noruega,,,,,,
9114,Pitrufquén,Hospital de Pitrufquén,452557200,,,,,
9114,Pitrufquén,Laboratorio Clínico Pitrufquén,452393280,,,,,
9114,Pitrufquén,Centro de Salud Rural Pitrufquén,452557621,,,,,
9115,Pucón,Centro Comunitario de Salud Familiar Pucón Oriente,453341,,,,,
9115,Pucón,Posta de Salud Rural Caburga,,,,,,
9115,Pucón,Posta de Salud Rural Paillaco,,,,,,
9115,Pucón,Posta de Salud Rural Quelhue,,,,,,
9115,Pucón,Posta de Salud Rural San Pedro de Pucón,,,,,,
9115,Pucón,Hospital San Francisco (Pucón) (D),452441177,,,,,
9115,Pucón,Laboratorio Clínico Pucón,452444113,,,,,
9115,Pucón,Centro de Salud Familiar Rural Pucón,452293131,,,,,
9115,Pucón,SAPU Pucón,452293000,,,,,
9208,Purén,Hospital de Purén,452555700,,,,,
9208,Purén,Posta de Salud Rural Cuartel Quemado,,,,,,
9208,Purén,Posta de Salud Rural Coyancahuín,,,,,,
9208,Purén,Posta de Salud Rural El Lingue,,,,,,
9208,Purén,Posta de Salud Rural Loncoyán,,,,,,
9208,Purén,Posta de Salud Rural Huitranlebu,,,,,,
9209,Renaico,Centro de Salud Familiar Renaico,452811850,,,,,
9209,Renaico,Posta de Salud Rural Tijeral,,,,,,
9116,Saavedra,Posta de Salud Rural El Temo,,,,,,
9116,Saavedra,Posta de Salud Rural Pto. Domínguez,,,,,,
9116,Saavedra,Posta de Salud Rural La Sierra,,,,,,
9116,Saavedra,Posta de Salud Rural Puaucho(Saavedra),,,,,,
9116,Saavedra,Posta de Salud Rural Quifo,,,,,,
9116,Saavedra,Posta de Salud Rural Ranco,,,,,,
9116,Saavedra,Posta de Salud Rural Perquiñán,,,,,,
9116,Saavedra,Posta de Salud Rural Romopulli,,,,,,
9116,Saavedra,Posta de Salud Rural Piedra Alta,,,,,,
9116,Saavedra,Posta de Salud Rural Deume,,,,,,
9116,Saavedra,Posta de Salud Rural Huapi,,,,,,
9116,Saavedra,Posta de Salud Rural Cheucán,,,,,,
9116,Saavedra,Posta de Salud Rural Calof,,,,,,
9116,Saavedra,Posta de Salud Rural Número Tres,,,,,,
9116,Saavedra,Hospital Dr. Arturo Hillerns Larrañaga (Saavedra),452558112,,,,,
9101,Temuco,Laboratorio Clínico Megasalud Temuco,452310251,,,,,
9101,Temuco,Laboratorio Clínico Cegnos,,,,,,
9101,Temuco,Laboratorio Clínico UC Temuco,,,,,,
9101,Temuco,Instituto de Rehabilitación Infantil TELETÓN (Temuco),452208511,,,,,
9101,Temuco,Unidad de Imagenología Sorema del Sur,452230474,,,,,
9101,Temuco,Unidad de Imagenología Scanner Temuco,452230474,,,,,
9101,Temuco,Posta de Salud Rural Conoco,,,,,,
9101,Temuco,COSAM Amanecer,,,,,,
9101,Temuco,CECOSAM Temuco,452557550,,,,,
9101,Temuco,Centro de Salud Familiar Metodista (Organizaciones sin fines de lucro y ONG),,,,,,
9101,Temuco,Centro Comunitario de Salud Familiar Villa el Salar,452558092,,,,,
9101,Temuco,Centro Comunitario de Salud Familiar Arquenco,452558080,,,,,
9101,Temuco,Centro Comunitario de Salud Familiar El Carmen,452551550,,,,,
9101,Temuco,Centro Comunitario de Salud Familiar San Antonio,452551450,,,,,
9101,Temuco,Centro Comunitario de Salud Familiar Las Quilas,452212017,,,,,
9101,Temuco,SAR Miraflores,452555047,,,,,
9101,Temuco,SAPU Santa Rosa,452224626,,,,,
9101,Temuco,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Sur),,,,,,
9101,Temuco,PRAIS (S.S Araucanía Sur),,,,,,
9101,Temuco,Clínica Dental Móvil Doble. Pat. BBZV83 (Temuco),,,,,,
9101,Temuco,Clínica Dental Móvil Doble. Pat. BBZV84 (Temuco),,,,,,
9101,Temuco,Clínica Dental Móvil Doble. Pat. BBZV85 (Temuco),,,,,,
9101,Temuco,Hospital Dr. Hernán Henríquez Aravena (Temuco),452296537,,,,,
9101,Temuco,Clínica Alemana de Temuco,452201201,,,,,
9101,Temuco,Hospital del Trabajador AChS de Temuco,452295700,,,,,
9101,Temuco,Centro CONIN Temuco,452210195,,,,,
9101,Temuco,Hospital Clínico de la Universidad Mayor,452310282,,,,,
9101,Temuco,Megasalud S.A. Centro Médico y Dental Temuco,452642854,,,,,
9101,Temuco,Centro de Salud Mutual CChC Temuco,452206000,,,,,
9101,Temuco,Centro de Diagnóstico y Tratamiento SIRESA,452960000,,,,,
9101,Temuco,Centro de Salud CIREPLAST,452730067,,,,,
9101,Temuco,Centro de Salud Mamodiagnosis,452955501,,,,,
9101,Temuco,Centro de la Cruz Roja Temuco,452210750,,,,,
9101,Temuco,Laboratorio Clínico Austral,452214040,,,,,
9101,Temuco,Laboratorio Clínico Dra. Ruth Schurch,452232460,,,,,
9101,Temuco,Laboratorio Clínico Bioanalisis,452239146,,,,,
9101,Temuco,Laboratorio Clínico Caupolican,452955560,,,,,
9101,Temuco,Laboratorio Clínico Central,452272136,,,,,
9101,Temuco,Laboratorio Clínico Imex,452204240,,,,,
9101,Temuco,Laboratorio Inmunológico del Sur (Labisur),452201056,,,,,
9101,Temuco,Laboratorio de Citopatología y Papanicolau,452212300,,,,,
9101,Temuco,Laboratorio Clínico Génesis,452401990,,,,,
9101,Temuco,Laboratorio Clínico Antumalal,452401067,,,,,
9101,Temuco,Laboratorio Clínico Neolab,452232577,,,,,
9101,Temuco,Laboratorio Clínico Medisur,452955900,,,,,
9101,Temuco,Laboratorio Citopatología Dra. Espejo,452272136,,,,,
9101,Temuco,Centro Diagnóstico Histopatología Citopatología,452204216,,,,,
9101,Temuco,Centro Radiológico y Ecotomografico Imagen,452236362,,,,,
9101,Temuco,Instituto de Mamografía Limitada,452216210,,,,,
9101,Temuco,Sociedad Inmunomédica Diagnóstico Temuco,452654070,,,,,
9101,Temuco,Centro de Salud Gendarmería de Chile (Temuco),452646500,,,,,
9101,Temuco,Centro de Salud Regional de Gendarmería de Chile Región de La Araucanía,,,,,,
9101,Temuco,Centro Médico y Dental de Carabineros de Chile Zona IX Araucanía,452466386,,,,,
9101,Temuco,Sociedad de Imagenología Clínica Bioimagen Ltda.,452955999,,,,,
9101,Temuco,Laboratorio Sociedad Inmunomédica,452955501,,,,,
9101,Temuco,Laboratorio Clínico Bionet S.A,,,,,,
9101,Temuco,Centro de Salud Familiar Miraflores (Temuco),452555002,,,,,
9101,Temuco,Centro de Salud Familiar Villa Alegre,800500909,,,,,
9101,Temuco,Centro de Salud Familiar Santa Rosa,452555803,,,,,
9101,Temuco,Centro de Salud Familiar Amanecer,452557300,,,,,
9101,Temuco,Centro de Salud Familiar Pueblo Nuevo,452558260,,,,,
9101,Temuco,Centro de Referencia de Salud Miraflores,452555002,,,,,
9101,Temuco,COSAM PRAIS,,,,,,
9101,Temuco,CECOSAM Temuco,,,,,,
9101,Temuco,Centro de Salud Familiar Pedro de Valdivia,452348388,,,,,
9101,Temuco,Centro de Salud Familiar Labranza,452376675,,,,,
9101,Temuco,Centro de Salud Docente Asistencial Monseñor Sergio Valech,,,,,,
9101,Temuco,Posta de Salud Rural Labranza,,,,,,
9101,Temuco,Posta de Salud Rural Collimallín,,,,,,
9101,Temuco,Centro de Imagenología y Diagnóstico,452654002,,,,,
9101,Temuco,SAPU Amanecer,452557300,,,,,
9101,Temuco,SAPU Pueblo Nuevo,452220038,,,,,
9101,Temuco,SAR Labranza,452376561,,,,,
9101,Temuco,SAPU Pedro de Valdivia,452732836,,,,,
9101,Temuco,SAPU Villa Alegre,452365196,,,,,
9101,Temuco,Centro de Diálisis Tecnodial Ltda.,452238346,,,,,
9101,Temuco,Centro de Diálisis Villarrica Limitada,452204280,,,,,
9101,Temuco,Centro de Diálisis Araucanía Limitada,452212875,,,,,
9101,Temuco,Centro de Salud Familiar El Carmen,452643500,,,,,
9101,Temuco,Centro Médico y Dental La Araucana Temuco,452211707,,,,,
9117,Teodoro Schmidt,Posta de Salud Rural Porma,,,,,,
9117,Teodoro Schmidt,Centro Comunitario de Salud Familiar Barros Arana,452664032,,,,,
9117,Teodoro Schmidt,Posta de Salud Rural Pichichelle,,,,,,
9117,Teodoro Schmidt,Posta de Salud Rural Yenehue,,,,,,
9117,Teodoro Schmidt,Posta de Salud Rural Nohualhue,,,,,,
9117,Teodoro Schmidt,Centro de Salud Familiar Teodoro Schmidt,452664058,,,,,
9117,Teodoro Schmidt,Centro de Salud Familiar Hualpín,452197219,,,,,
9118,Toltén,Posta de Salud Rural Queule,,,,,,
9118,Toltén,Posta de Salud Rural Villa Boldos,,,,,,
9118,Toltén,Posta de Salud Rural Las Quemas (Toltén),,,,,,
9118,Toltén,Posta de Salud Rural Pocoyan,,,,,,
9118,Toltén,Posta de Salud Rural Boroa Sur,,,,,,
9118,Toltén,Posta de Salud Rural Licancullín,,,,,,
9118,Toltén,Posta de Salud Rural Puralaco,,,,,,
9118,Toltén,Hospital de Toltén,452552250,,,,,
9210,Traiguén,Hospital Dr. Dino Stagno M.(Traiguén),452555539,,,,,
9210,Traiguén,Posta de Salud Rural Aniñir,,,,,,
9210,Traiguén,Posta de Salud Rural Molco,,,,,,
9210,Traiguén,Posta de Salud Rural Quechereguas,,,,,,
9210,Traiguén,Posta de Salud Rural Temulemu,,,,,,
9210,Traiguén,Posta de Salud Rural Quilquén,,,,,,
9210,Traiguén,Posta de Salud Rural Didaico,,,,,,
9210,Traiguén,Laboratorio Clínico Centro Médico Traiguén,452861132,,,,,
9211,Victoria,Hospital San José de Victoria,452555929,,,,,
9211,Victoria,Centro de Salud Familiar Victoria,800500902,,,,,
9211,Victoria,Posta de Salud Rural Selva Oscura,,,,,,
9211,Victoria,Posta de Salud Rural Púa,,,,,,
9211,Victoria,Posta de Salud Rural Quino,,,,,,
9211,Victoria,Posta de Salud Rural Rosario,,,,,,
9211,Victoria,Posta de Salud Rural Cullinco,,,,,,
9211,Victoria,Posta de Salud Rural California,,,,,,
9211,Victoria,Posta de Salud Rural Reducción Pailahueque,,,,,,
9211,Victoria,Centro Comunitario de Salud Familiar Cons. Victoria,,,,,,
9211,Victoria,Centro de Diálisis Temuco Ltda.,452844840,,,,,
9211,Victoria,SAR Victoria,452551206,,,,,
9119,Vilcún,Posta de Salud Rural Vega Redonda,,,,,,
9119,Vilcún,Centro Comunitario de Salud Familiar Cherquenco,452603100,,,,,
9119,Vilcún,Posta de Salud Rural San Patricio,,,,,,
9119,Vilcún,Posta de Salud Rural General López,,,,,,
9119,Vilcún,Posta de Salud Rural Codinhue,,,,,,
9119,Vilcún,Posta de Salud Rural Quintrilpe,,,,,,
9119,Vilcún,Hospital de Vilcún,452555450,,,,,
9119,Vilcún,Centro de Salud Familiar de Cajón,452603153,,,,,
9120,Villarrica,Centro Comunitario de Salud Familiar Ñancul,,,,,,
9120,Villarrica,Laboratorio IMEX Limitada - Sala Externa de toma de muestra,452732481,,,,,
9120,Villarrica,Posta de Salud Rural Ñancul,,,,,,
9120,Villarrica,Posta de Salud Rural Liumalla,,,,,,
9120,Villarrica,Posta de Salud Rural Añilco,,,,,,
9120,Villarrica,Centro Comunitario de Salud Familiar 21 de Mayo,452558075,,,,,
9120,Villarrica,Centro Comunitario de Salud Familiar Los Volcanes,452558100,,,,,
9120,Villarrica,Hospital de Villarrica,452555250,,,,,
9120,Villarrica,Centro Radiológico Villarrica,452411611,,,,,
9120,Villarrica,Laboratorio Clínico del Lago,452413914,,,,,
9120,Villarrica,SurImagen Ltda.,,,,,,
9120,Villarrica,Centro de Salud Familiar Villarrica,800500910,,,,,
9120,Villarrica,Centro de Salud Familiar Lican Ray,,,,,,
9120,Villarrica,Centro de Salud Familiar Los Volcanes,452413310,,,,,
9120,Villarrica,SAPU Los Volcanes,452416286,,,,,
9120,Villarrica,SAPU Villarica,452413222,,,,,
9120,Villarrica,Centro de Diálisis Villarrica Ltda.,452410707,,,,,
14102,Corral,Posta de Salud Rural Isla del Rey,,,,,,
14102,Corral,Posta de Salud Rural Chaihuín,,,,,,
14102,Corral,Hospital de Corral,632265580,,,,,
14202,Futrono,SAPU Belarmina Paredes,632481079,,,,,
14202,Futrono,Posta de Salud Rural Arquilhue,,,,,,
14202,Futrono,Posta de Salud Rural Loncopán,,,,,,
14202,Futrono,Posta de Salud Rural Maihue,,,,,,
14202,Futrono,Posta de Salud Rural Huapi,,,,,,
14202,Futrono,Posta de Salud Rural Llifén,,,,,,
14202,Futrono,Centro Comunitario de Salud Familiar Nontuela,632481079,,,,,
14202,Futrono,Centro de Salud Familiar Belarmina Paredes,632264591,,,,,
14201,La Unión,Posta de Salud Rural Catamutún,,,,,,
14201,La Unión,Posta de Salud Rural Puerto Nuevo,,,,,,
14201,La Unión,Posta de Salud Rural Choroico (La Unión),,,,,,
14201,La Unión,Posta de Salud Rural Pilpilcahuín,,,,,,
14201,La Unión,Posta de Salud Rural Traiguén ( La Unión),,,,,,
14201,La Unión,Posta de Salud Rural Llancacura,,,,,,
14201,La Unión,Posta de Salud Rural Santa Elisa,,,,,,
14201,La Unión,Posta de Salud Rural Mashue,,,,,,
14201,La Unión,Posta de Salud Rural Los Esteros,,,,,,
14201,La Unión,Centro Comunitario de Salud Familiar Los Lagos,,,,,,
14201,La Unión,SAR La Unión,647410,,,,,
14201,La Unión,Hospital Juan Morey (La Unión),642335200,,,,,
